IngID,Name,FullName,Hindi,Aliases,Group,State,Kcal,Protein,Carbs,Fat,Fiber,Common,Source
Q005,mud crab,Mud crab,,,Marine Shellfish,raw,45.4,10,0,0.6,0,no,IFCT2017
Q006,oyster,Oyster,,,Marine Shellfish,raw,60.2,9.5,0,2.4,0,no,IFCT2017
Q007,tiger prawns,"Tiger prawns, brown",,,Marine Shellfish,raw,65.2,14.9,0,0.6,0,no,IFCT2017
Q008,tiger prawns,"Tiger Prawns, orange",,,Marine Shellfish,raw,64.5,14.3,0,0.7,0,no,IFCT2017
R001,clam,"Clam, green shell",,,Marine Mollusks,raw,58.1,12.1,0,1,0,no,IFCT2017
R002,clam,"Clam, white shell, ribbed",,,Marine Mollusks,raw,59.8,11.8,0,1.3,0,no,IFCT2017
R003,octopus,Octopus,,,Marine Mollusks,raw,79.8,14.7,0,1.1,0,no,IFCT2017
R004,squid,"Squid, black",,,Marine Mollusks,raw,80.1,16.1,0,1.1,0,no,IFCT2017
R005,squid,"Squid, hard shell",,,Marine Mollusks,raw,76.5,16.8,0,0.9,0,no,IFCT2017
R006,squid,"Squid, red",,,Marine Mollusks,raw,78.6,16.3,0,1.4,0,no,IFCT2017
R007,squid,"Squid, white, small",,,Marine Mollusks,raw,84.4,17.4,0,1.2,0,no,IFCT2017
S001,cat fish,Cat fish,,,Fresh Water Fish and Shellfish,raw,123.8,15.9,0,6.2,0,no,IFCT2017
S002,catla,Catla,"catla, bhakur, boassa, katla, chepti",,Fresh Water Fish and Shellfish,raw,94.2,17.9,0,2.2,0,no,IFCT2017
S003,freshwater eel,Freshwater Eel,,,Fresh Water Fish and Shellfish,raw,107.8,20.4,0,2.6,0,no,IFCT2017
S004,gold fish,Gold fish,,,Fresh Water Fish and Shellfish,raw,94.6,16.9,0,2.9,0,no,IFCT2017
S005,pangas,Pangas,,,Fresh Water Fish and Shellfish,raw,203.6,17.1,0,16.8,0,no,IFCT2017
S006,rohu,Rohu,"bhobhari, rohu",,Fresh Water Fish and Shellfish,raw,102.3,19.7,0,2.4,0,no,IFCT2017
S007,crab,Crab,,,Fresh Water Fish and Shellfish,raw,78.2,13.2,0,0.9,0,no,IFCT2017
S008,prawns,"Prawns, big",,,Fresh Water Fish and Shellfish,raw,90.8,19.2,0,0.5,0,no,IFCT2017
S009,prawns,"Prawns, small",,,Fresh Water Fish and Shellfish,raw,71,13.1,0,0.8,0,no,IFCT2017
S010,tiger prawns,Tiger prawns,,,Fresh Water Fish and Shellfish,raw,67.9,14.2,0,0.7,0,no,IFCT2017
T001,coconut oil,Coconut oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T002,corn oil,Corn oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T003,cotton seed oil,Cotton seed oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T004,gingelly oil,Gingelly oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T005,groundnut oil,Groundnut oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T006,mustard oil,Mustard oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T007,palm oil,Palm oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T008,rice bran oil,Rice bran oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T009,safflower oil,Safflower oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T010,safflower oil (blended),Safflower oil (blended),,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T011,soyabean oil,Soyabean oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T012,sunflower oil,Sunflower oil,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T013,ghee,Ghee,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
T014,vanaspati,Vanaspati,,,Edible Oils and Fats,raw,0,0,0,100,0,yes,IFCT2017
X001,curd,"Curd, whole milk buffalo",dahi,dahi; yoghurt; yogurt; plain curd,Milk and Milk Products,raw,98,3.7,4.5,7.2,0,yes,SUPPLEMENT-VERIFY
X002,curd toned,"Curd, toned milk",dahi,toned dahi; low fat curd,Milk and Milk Products,raw,60,3.4,4.7,3,0,yes,SUPPLEMENT-VERIFY
X003,greek yogurt,"Yogurt, Greek, plain",,hung curd; greek curd,Milk and Milk Products,raw,59,10,3.6,0.4,0,yes,SUPPLEMENT-VERIFY
X004,butter,"Butter, table",makkhan,makkhan; white butter,Edible Oils and Fats,raw,717,0.9,0.1,81,0,yes,SUPPLEMENT-VERIFY
X005,cheese,"Cheese, processed",,cheese slice; processed cheese,Milk and Milk Products,raw,350,20,2.5,28,0,yes,SUPPLEMENT-VERIFY
X006,mozzarella,"Cheese, mozzarella",,pizza cheese,Milk and Milk Products,raw,300,22,2.2,22,0,yes,SUPPLEMENT-VERIFY
X007,bread white,"Bread, white loaf",,white bread; pav,Cereals and Millets,cooked,265,9,49,3.2,2.7,yes,SUPPLEMENT-VERIFY
X008,bread brown,"Bread, whole wheat",,brown bread; atta bread; multigrain bread,Cereals and Millets,cooked,247,13,41,3.4,7,yes,SUPPLEMENT-VERIFY
X009,besan,Bengal gram flour,besan,gram flour; chickpea flour,Cereals and Millets,raw,387,22,58,6.7,11,yes,SUPPLEMENT-VERIFY
X010,tofu,"Tofu, firm",,soy paneer; bean curd,Grain Legumes,raw,144,17,2.8,8.7,2.3,yes,SUPPLEMENT-VERIFY
X011,soya chunks,"Soya nuggets, defatted",nutri,nutrela; soy chunks; meal maker,Grain Legumes,raw,345,52,33,0.5,13,yes,SUPPLEMENT-VERIFY
X012,whey protein,Whey protein concentrate powder,,protein powder; whey,Miscellaneous Foods,raw,400,78,8,6,0,yes,SUPPLEMENT-VERIFY
X013,peanut butter,"Peanut butter, unsweetened",,pb,Nuts and Oil Seeds,raw,588,25,20,50,6,yes,SUPPLEMENT-VERIFY
X014,honey,Honey,shahad,shahad,Sugars,raw,304,0.3,82,0,0,yes,SUPPLEMENT-VERIFY
X015,coconut milk,"Coconut milk, canned",nariyal doodh,nariyal doodh,Nuts and Oil Seeds,raw,197,2,3,21,0,yes,SUPPLEMENT-VERIFY
X016,cream,"Cream, dairy, 25% fat",malai,malai; fresh cream,Milk and Milk Products,raw,245,2.5,3.5,25,0,yes,SUPPLEMENT-VERIFY
X017,buttermilk,"Buttermilk, salted",chaas,chaas; chhach; lassi salted,Milk and Milk Products,raw,40,3.3,4.8,0.9,0,yes,SUPPLEMENT-VERIFY
X018,skimmed milk powder,"Milk powder, skimmed",,milk powder; smp,Milk and Milk Products,raw,362,36,52,0.8,0,yes,SUPPLEMENT-VERIFY
